id_number,Finished,Progress,Duration,Year,Month,Day,adults,children,postcode,exp_house_inc_2021,work_mood_2019,work_mood_2020,avg_work_hour_2019,avg_work_hour_2020,TDW_2019,EM_2019,EE_2019,LT_2019,ON_2019,TDW_2020,EM_2020,EE_2020,LT_2020,ON_2020,work_stability_2019,work_stability_2020,comfortable_2019,lonely_2019,active_2019,connected_2019,peaceful_2019,chaotic_2019,comfortable_2020,lonely_2020,active_2020,connected_2020,peaceful_2020,chaotic_2020,mental_cond_2019,mental_cond_2020,age_group,new_house_inc_2019,new_house_inc_2020
221,1,100,2601.850083839258,2021,1,26,3,1,3131,135680.86447926404,4,1,2,1,1,0,0,0,1,NA,NA,NA,NA,NA,1,NA,1,0,1,0,0,0,0,0,0,0,0,0,1,2,"(21.9,35.2]",116694.14838657444,207650.48516775132
222,1,100,1118.9694918695452,2021,1,25,2,2,3136,86345.10763095769,3,1,6,1,1,0,0,1,0,NA,NA,NA,NA,NA,3,NA,0,0,1,1,0,0,1,0,1,1,1,1,1,3,"(48.4,61.6]",187348.05837071955,85237.67843516413
223,1,100,760.9991040554563,2021,1,23,2,1,3026,225054.21059737008,2,6,5,2,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,1,1,1,0,0,0,1,0,3,3,"(21.9,35.2]",108699.00693136334,0
224,1,100,203.3915632629452,2021,1,26,1,1,3040,224101.06987490348,6,1,6,6,1,0,0,0,0,1,0,0,1,0,1,4,1,0,1,0,1,0,1,0,0,0,0,0,1,2,"(48.4,61.6]",148765.7899777135,100044.52529309326
225,1,100,878.0703836533993,2021,1,21,3,0,3171,125482.13594484105,2,6,6,6,1,0,0,0,0,0,0,0,1,0,1,2,1,0,1,1,0,1,0,0,0,1,0,0,1,2,"(21.9,35.2]",142002.88382032368,140811.02959691102
226,1,100,462.53969768425634,2021,1,29,3,1,3114,0,6,6,2,1,1,0,0,1,0,1,0,0,1,0,2,4,0,0,1,1,0,0,0,0,0,1,0,0,2,1,"(48.4,61.6]",311704.3810794816,62649.68896103132
227,1,100,1865.7915700597528,2021,1,27,2,0,3035,161967.09674200497,4,1,2,1,1,0,0,0,0,NA,NA,NA,NA,NA,1,NA,0,0,1,0,0,0,1,1,0,0,0,0,2,2,"(48.4,61.6]",138501.55955278157,84625.35191807638
228,1,100,331.36108063673595,2021,1,15,1,0,3150,152247.04290121156,6,6,4,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,"(48.4,61.6]",144469.36260048195,144861.1586656294
229,1,100,77.05840546490361,2021,1,5,2,1,3168,85961.8506762208,2,6,6,5,0,0,0,0,0,0,0,1,0,0,2,4,0,0,1,1,0,0,0,1,0,1,1,0,1,2,"(35.2,48.4]",109978.5269733249,95685.98823908388
230,1,100,419.2105651792068,2021,1,31,2,1,3117,192048.17745764635,2,6,4,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,"(35.2,48.4]",33436.714255523155,82387.57982340356
231,1,100,701.9493014204033,2021,1,11,2,1,3033,65140.27634483982,5,6,4,2,1,0,0,0,0,0,0,0,1,1,3,4,1,0,0,0,0,0,0,0,0,0,1,0,2,3,"(61.6,74.8]",77008.73160986014,196470.60830577763
232,1,100,356.5004173617495,2021,1,19,2,2,3095,149098.49874846917,1,6,6,1,1,0,0,1,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,2,"(21.9,35.2]",152437.76743051852,93268.40405134822
233,1,100,1392.6856079735007,2021,1,13,4,3,3108,79797.64440669824,2,1,4,1,1,0,0,1,0,NA,NA,NA,NA,NA,2,NA,0,0,1,0,0,1,1,1,0,0,1,0,3,3,"(48.4,61.6]",87012.60476961624,0
234,1,100,1561.8605849649118,2021,1,13,3,1,3036,133667.37397893553,2,3,6,6,1,0,1,0,0,0,1,0,1,0,3,2,0,0,1,0,0,0,1,1,0,1,0,0,1,2,"(35.2,48.4]",115168.89353569208,0
235,1,100,782.133484214393,2021,1,18,2,1,3096,127483.20092994173,2,6,6,4,1,0,0,0,1,1,0,0,0,0,2,1,1,0,1,0,1,1,0,0,0,0,0,0,1,3,"(61.6,74.8]",122858.5779559716,77799.59304568045
236,1,100,353.58882413048656,2021,1,7,1,0,3059,64536.178580929554,5,2,6,1,1,0,0,1,0,1,0,0,1,0,1,3,1,0,0,0,0,0,1,0,0,1,0,1,2,1,"(21.9,35.2]",167359.59400219435,129483.62794530037
237,1,100,762.0740341210407,2021,1,11,2,1,3034,126019.60656395707,2,5,5,6,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,2,"(48.4,61.6]",121017.97833668119,0
238,1,100,2590.8675663101944,2021,1,22,2,2,3049,72687.2448417461,4,4,6,5,1,0,0,0,0,1,0,0,1,0,1,4,1,0,1,0,0,0,0,0,0,0,0,0,1,2,"(61.6,74.8]",197055.25544979254,0
239,1,100,91.52170032062168,2021,1,16,1,3,3144,165417.76323491376,2,1,5,3,1,0,0,1,0,1,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,1,3,"(48.4,61.6]",78225.47361062883,0
240,1,100,433.78222340319877,2021,1,22,2,2,3075,55865.651624340775,2,6,6,6,1,0,0,0,0,0,0,0,0,1,1,4,1,0,1,0,0,1,0,0,0,1,0,0,1,3,"(48.4,61.6]",110647.76033899249,85946.24952967341
241,1,100,243.9737026030937,2021,1,24,1,0,3096,104939.26018398977,5,5,6,5,0,0,0,0,0,1,0,1,1,1,1,3,0,0,0,0,1,0,0,0,0,1,0,0,1,1,"(48.4,61.6]",110414.88400284233,142598.22446049534
242,1,100,361.4348337160939,2021,1,7,1,1,3052,139721.9507664638,4,5,6,3,1,1,1,0,0,0,0,1,1,1,3,4,1,0,1,0,0,0,0,0,0,1,1,0,3,3,"(48.4,61.6]",117062.7594013365,89031.76403165462
243,1,100,3909.927474822437,2021,1,30,3,0,3163,90268.35619790865,2,6,4,1,0,0,0,0,0,1,0,0,1,0,1,3,0,0,1,0,0,0,1,0,0,0,0,1,1,2,"(61.6,74.8]",158120.8351746674,158441.6613898096
244,1,100,874.3358965448734,2021,1,21,2,2,3032,163343.90541660466,6,1,4,1,1,0,0,0,0,NA,NA,NA,NA,NA,1,NA,1,0,1,0,0,1,0,0,0,1,0,1,2,3,"(35.2,48.4]",121140.65459054841,99448.2132293054
245,1,100,2868.9398058858724,2021,1,20,1,0,3146,96773.87257545856,2,6,6,1,1,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,1,0,1,0,0,1,0,0,1,1,"(48.4,61.6]",172483.16042666486,105584.20599264221
246,1,100,658.3140235297097,2021,1,12,2,1,3177,248072.53247198858,2,2,2,6,1,0,1,0,1,1,1,0,0,0,3,4,1,0,0,0,0,0,0,0,1,1,0,0,3,2,"(61.6,74.8]",115480.47914527982,66400.07559723416
247,1,100,1350.5548145726232,2021,1,18,3,1,3115,139485.15796352705,2,6,3,4,1,0,1,0,0,0,0,0,1,1,1,4,0,0,1,0,0,1,1,0,0,0,0,1,2,1,"(35.2,48.4]",87365.96428889723,194463.95328962765
248,1,100,75.30536529395779,2021,1,31,3,1,3041,88016.09818420744,3,4,6,1,1,0,0,1,0,0,0,1,1,0,1,2,0,0,1,0,0,1,0,0,0,0,0,1,3,2,"(35.2,48.4]",124442.44349626632,249287.94611687004
249,1,100,732.3936863579847,2021,1,14,1,-0,3012,139618.5908916024,1,3,6,1,1,0,1,1,1,1,0,1,0,0,1,3,1,0,1,1,0,1,0,0,0,0,1,1,1,1,"(61.6,74.8]",199741.28744791972,88617.0592847079
250,1,100,474.6453651235904,2021,1,19,1,1,3068,117774.81578215674,6,1,6,1,1,0,1,0,1,NA,NA,NA,NA,NA,1,NA,0,0,1,1,0,1,1,0,1,1,0,1,1,2,"(48.4,61.6]",130972.98611032365,242417.88920707212
251,1,100,144.73661823250848,2021,1,31,3,-0,3067,178021.30144851518,2,1,3,1,0,0,0,0,0,NA,NA,NA,NA,NA,4,NA,0,0,0,0,0,1,0,0,0,1,0,0,1,1,"(48.4,61.6]",153501.26616386016,161111.4419660198
252,1,100,487.7853771659978,2021,1,1,1,0,3155,90379.95629424298,2,2,2,6,1,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,2,"(21.9,35.2]",98533.25106404106,65002.48131237313
253,1,100,579.1957168058613,2021,1,17,2,0,3101,0,3,1,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,3,NA,0,0,1,1,0,0,1,0,0,1,0,0,3,2,"(35.2,48.4]",157581.33214675475,0
254,1,100,401.38509267626097,2021,1,4,2,1,3173,0,2,6,6,1,0,0,0,0,0,0,0,0,1,0,1,3,1,0,1,1,0,1,0,0,0,1,1,0,1,1,"(35.2,48.4]",85367.59789317894,134476.62667433498
255,1,100,2740.3826672323935,2021,1,24,1,0,3031,75703.21090827513,2,1,6,1,1,0,0,0,0,NA,NA,NA,NA,NA,2,NA,0,0,1,0,0,0,0,0,0,1,0,0,3,3,"(21.9,35.2]",144526.37549349692,124554.86022018164
256,1,100,531.3344401103125,2021,1,12,3,-0,3124,141586.4196566152,5,2,6,1,1,0,0,0,0,1,0,0,1,0,4,3,0,0,1,0,0,1,0,0,0,1,0,0,1,1,"(35.2,48.4]",70617.99487445861,89871.912067639
257,1,100,884.0312813184946,2021,1,3,3,1,3003,105708.4377837034,5,6,4,2,1,0,0,0,0,0,0,0,1,0,3,2,0,0,1,1,0,0,0,0,0,1,0,0,3,2,"(35.2,48.4]",49600.691944773316,90417.54711447508
258,1,100,77.15720256697782,2021,1,30,2,0,3068,90636.47219609166,2,2,6,4,1,0,0,1,0,0,1,0,0,0,2,4,0,0,1,1,0,0,1,0,0,1,0,0,1,3,"(21.9,35.2]",71310.57189231209,102281.71198418195
259,1,100,398.38770364578875,2021,1,20,3,2,3167,73091.42459573767,6,1,4,1,1,1,0,0,1,NA,NA,NA,NA,NA,2,NA,1,0,1,0,0,1,1,0,0,1,0,0,3,1,"(48.4,61.6]",158238.9036756702,0
260,1,100,683.4576479639984,2021,1,10,3,1,3161,216609.49619521064,2,1,5,1,1,0,0,0,0,NA,NA,NA,NA,NA,2,NA,1,0,1,0,0,0,1,0,0,0,0,0,1,2,"(35.2,48.4]",80867.87446438971,160422.67398917396
261,1,100,3341.963386926394,2021,1,26,1,0,3141,0,4,3,6,1,1,0,0,0,0,0,0,1,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,1,3,3,"(48.4,61.6]",31203.19268493518,0
262,1,100,2284.449239870725,2021,1,15,2,0,3183,103391.4403249135,2,1,1,1,0,0,0,0,1,NA,NA,NA,NA,NA,2,NA,0,1,0,1,0,0,0,0,1,0,0,1,1,1,"(35.2,48.4]",62687.093692915376,216690.26391752472
263,1,100,2119.9700430916396,2021,1,3,1,1,3058,205761.6822827938,2,6,5,1,0,0,1,0,1,0,0,0,1,1,1,4,0,0,1,0,0,0,0,1,0,1,1,0,1,3,"(48.4,61.6]",115064.26763893382,149475.25337438274
264,1,100,5823.009950616142,2021,1,5,2,0,3039,94064.06564129003,2,2,6,4,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,2,2,"(48.4,61.6]",112173.42509095202,63095.8787612795
265,1,100,73.2677555041361,2021,1,16,2,0,3059,135719.0473054908,6,6,6,4,0,1,0,1,0,1,0,0,1,0,2,1,1,0,1,1,1,0,0,0,0,1,0,0,3,3,"(35.2,48.4]",48033.578494641995,0
266,1,100,244.08459602042336,2021,1,29,1,0,3185,0,2,1,6,1,1,0,0,1,0,NA,NA,NA,NA,NA,1,NA,1,0,1,0,0,0,1,1,0,0,1,0,3,3,"(48.4,61.6]",116770.12025599634,115166.73806387589
267,1,100,667.175418902619,2021,1,6,1,0,3203,0,2,2,6,1,1,0,0,0,0,1,0,0,1,1,1,4,1,1,1,0,0,0,0,0,0,1,0,0,1,3,"(48.4,61.6]",59718.87644042319,99396.20155721884
268,1,100,312.15525982927846,2021,1,2,3,2,3041,0,2,1,3,1,1,0,1,0,1,1,0,1,1,1,1,3,0,0,1,1,0,0,0,0,1,1,0,1,1,3,"(35.2,48.4]",97519.6262294462,199468.65049727412
269,1,100,785.6415699197579,2021,1,20,2,2,3132,140369.40588195433,2,5,6,6,1,0,0,0,0,1,0,0,0,1,3,4,0,0,1,0,0,0,1,0,0,1,0,1,1,2,"(35.2,48.4]",224515.9863087614,143071.65099590397
270,1,100,584.3981025899291,2021,1,22,2,3,3035,135992.73202091255,2,1,6,1,0,0,0,0,0,NA,NA,NA,NA,NA,1,NA,0,0,1,1,0,1,1,0,0,0,0,0,2,1,"(48.4,61.6]",101211.99853253388,97627.00827865532
271,1,100,998.4141701031994,2021,1,19,2,1,3084,57971.364786150974,5,3,6,5,1,0,0,0,0,0,0,1,1,1,1,3,0,1,0,0,0,0,1,0,0,1,1,0,1,1,"(48.4,61.6]",55110.05810588415,0
272,1,100,1396.920701438925,2021,1,26,2,2,3174,0,2,1,6,1,1,0,1,0,0,NA,NA,NA,NA,NA,1,NA,1,0,1,1,1,0,1,0,0,0,0,1,1,2,"(48.4,61.6]",179903.71691349504,0
273,1,100,332.7225795876033,2021,1,4,1,2,3129,96815.13993408973,2,1,6,1,1,0,1,0,1,NA,NA,NA,NA,NA,1,NA,0,0,1,1,0,0,0,0,0,0,0,0,1,3,"(35.2,48.4]",44329.77197612508,200353.60519676586
274,1,100,813.7746559934291,2021,1,18,1,2,3079,64165.4468558254,2,6,2,1,1,0,0,0,1,0,0,0,0,0,4,3,1,0,0,1,1,0,1,0,0,0,1,0,1,1,"(35.2,48.4]",146974.3660116798,245262.27136941493
275,1,100,1109.07630725708,2021,1,13,1,0,3123,63927.73059039543,2,2,6,1,1,0,0,0,0,1,0,1,0,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,3,3,"(48.4,61.6]",164761.45801517426,116088.65275544187
276,1,100,848.4892054886047,2021,1,12,3,-0,3154,0,2,1,6,1,1,0,0,0,0,NA,NA,NA,NA,NA,1,NA,1,0,1,0,0,1,1,0,0,0,1,0,1,2,"(35.2,48.4]",133476.24052163603,103764.74243779338
277,1,100,809.4944969561282,2021,1,30,2,2,3052,93807.82470348642,6,2,6,5,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,2,"(61.6,74.8]",115678.5628468139,94875.7357482253
278,1,100,1090.062849205585,2021,1,1,3,0,3182,129740.32563067443,2,2,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,2,2,"(35.2,48.4]",171827.4254883104,0
279,1,100,1019.1132800535493,2021,1,26,1,1,3141,140610.6407703572,2,6,6,6,1,0,1,0,0,0,1,0,1,0,2,2,1,0,0,1,0,0,1,1,0,1,1,1,3,1,"(61.6,74.8]",85747.9512897906,102986.00383062204
280,1,100,300.7842882319462,2021,1,10,2,2,3039,174329.0932003042,2,6,1,1,1,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,1,0,1,1,0,1,1,1,3,3,"(35.2,48.4]",93781.01890409613,NA
281,1,100,1177.6826927471402,2021,1,8,2,1,3202,187586.7798953629,2,3,6,1,0,0,1,0,0,1,0,0,1,0,2,4,1,0,0,0,0,1,0,0,0,1,1,1,1,2,"(61.6,74.8]",107796.83990482971,93551.36971059674
282,1,100,41.17095196505223,2021,1,19,1,2,3132,65127.09910966416,2,6,2,1,1,0,0,0,0,0,0,1,1,0,1,4,1,0,1,1,0,0,1,0,0,1,0,0,1,1,"(48.4,61.6]",61486.468013985985,259349.93261905885
283,1,100,445.9513035436614,2021,1,24,2,1,3134,0,2,1,3,1,0,0,0,0,0,NA,NA,NA,NA,NA,1,NA,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"(48.4,61.6]",150070.12350774225,131437.50521248585
284,1,100,179.50010272865197,2021,1,8,2,1,3039,188610.71831936596,2,2,5,6,1,0,0,0,0,1,0,1,1,0,1,4,1,0,1,0,0,0,1,0,0,1,1,0,3,1,"(35.2,48.4]",124163.03982164586,0
285,1,100,895.7058455567872,2021,1,13,2,1,3187,129354.78150029527,2,1,6,1,1,0,0,0,0,NA,NA,NA,NA,NA,1,NA,1,1,1,0,0,0,0,0,0,0,0,1,2,1,"(35.2,48.4]",149914.45760486956,124916.4224078739
286,1,100,614.8993342733654,2021,1,22,2,1,3066,165112.05993971264,2,1,6,1,1,0,0,1,0,NA,NA,NA,NA,NA,3,NA,0,0,0,0,0,1,0,0,0,0,0,0,2,2,"(48.4,61.6]",101560.16814247739,0
287,1,100,350.8384547955596,2021,1,18,2,2,3066,113607.34935603151,6,1,2,1,1,0,0,1,0,NA,NA,NA,NA,NA,1,NA,0,0,0,0,1,0,1,0,0,0,1,1,1,1,"(35.2,48.4]",90329.04654952431,106642.41863247353
288,1,100,492.7942033197721,2021,1,25,2,2,3127,119492.12826218035,2,1,5,1,1,1,0,1,1,NA,NA,NA,NA,NA,1,NA,0,0,0,1,0,0,1,0,0,0,1,1,2,2,"(48.4,61.6]",67301.75047003124,190970.5180940123
289,1,100,284.08419359531666,2021,1,18,3,1,3085,109242.46681351766,5,6,4,1,0,0,0,0,0,0,0,0,1,1,1,3,0,0,1,0,0,1,1,0,0,1,0,1,1,1,"(21.9,35.2]",65169.00105291122,116135.49198013025
290,1,100,1384.5325070893175,2021,1,6,2,0,3181,0,2,1,6,1,1,0,0,0,0,NA,NA,NA,NA,NA,1,NA,1,0,1,0,0,0,1,0,0,0,0,0,2,3,"(35.2,48.4]",82120.53034608197,221790.54154840237
291,1,100,424.82636959649767,2021,1,3,3,1,3168,84067.63686146194,2,6,4,2,1,0,0,1,0,1,0,1,1,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,1,2,"(35.2,48.4]",116325.64831971498,41765.770764940826
292,1,100,466.01766983678624,2021,1,31,1,1,3162,300573.22408801765,6,2,2,4,0,0,0,1,0,1,0,0,0,0,1,3,0,0,1,0,0,1,0,0,0,1,0,0,2,2,"(35.2,48.4]",76804.84368434505,0
293,1,100,665.5868175211971,2021,1,13,3,2,3202,105618.6381148885,3,6,6,1,0,0,0,0,1,1,0,0,0,0,4,4,1,1,1,0,0,0,1,0,0,0,0,0,3,2,"(74.8,88.1]",31392.264671452096,133377.67696072353
294,1,100,520.5704212737378,2021,1,18,1,2,3162,116296.11105064102,5,1,6,1,1,0,0,0,0,NA,NA,NA,NA,NA,4,NA,0,1,1,0,0,0,0,0,1,1,0,0,1,1,"(48.4,61.6]",72039.74329393671,NA
295,1,100,1035.3946017964624,2021,1,27,3,0,3109,103438.65243874898,2,1,6,1,0,0,1,0,0,NA,NA,NA,NA,NA,1,NA,0,0,0,1,0,0,1,0,0,0,0,0,1,1,"(61.6,74.8]",174637.47605869942,0
296,1,100,1415.3091094551855,2021,1,25,2,2,3090,77764.16971332798,2,1,2,4,1,0,0,1,0,0,0,0,0,0,3,4,1,0,1,1,0,0,1,0,0,0,0,0,2,2,"(61.6,74.8]",64504.824789317616,132515.46431849757
297,1,100,701.9906582862316,2021,1,13,4,-0,3064,0,3,6,5,1,1,1,1,0,1,1,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,3,3,"(48.4,61.6]",73340.51596146745,196295.55494178383
298,1,100,261.90137412298213,2021,1,2,3,0,3196,88159.98525244744,2,4,6,6,1,0,0,0,0,0,1,1,0,1,2,3,1,0,1,0,0,0,1,0,0,1,0,0,3,1,"(61.6,74.8]",236455.6794021245,214909.79201161306
299,1,100,117.97987273394901,2021,1,18,1,0,3187,95476.39790707693,2,6,6,6,1,0,0,0,0,1,0,0,1,0,2,3,1,0,0,0,0,0,0,0,0,1,0,0,1,3,"(48.4,61.6]",64599.498998513816,119812.82588830334
300,1,100,1503.2065764923823,2021,1,6,1,1,3205,176330.7339372975,3,6,6,6,1,0,0,0,1,1,1,0,1,0,2,4,0,0,1,0,0,1,0,0,0,0,0,0,2,3,"(61.6,74.8]",78057.8113155002,0
301,1,100,13674.559871475292,2021,1,17,3,2,3149,78281.30111835402,2,6,6,1,1,0,1,0,0,0,0,1,0,0,1,4,1,0,1,0,0,0,1,0,1,0,0,1,3,1,"(35.2,48.4]",172339.37832363523,84474.38978192108
302,1,100,1045.53714190219,2021,1,11,3,0,3169,104199.09671870814,4,4,6,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,"(48.4,61.6]",112848.56514378799,114807.68141914402
303,1,100,1415.207683676542,2021,1,23,2,0,3037,115654.19752414248,4,5,3,1,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,1,0,1,0,0,1,0,0,1,1,"(35.2,48.4]",72925.79250265115,104593.88536458167
304,1,100,1611.7612635492853,2021,1,3,3,2,3169,84161.29098600624,6,1,4,2,1,0,0,1,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,1,3,2,"(48.4,61.6]",257364.68812722136,0
305,1,100,295.6799685945076,2021,1,17,1,2,3002,108567.16433305472,2,6,3,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,3,1,"(48.4,61.6]",49592.05415994032,69640.40231866592
306,1,100,270.5657856610749,2021,1,7,2,1,3097,112033.47708905107,2,1,6,1,1,0,0,0,1,NA,NA,NA,NA,NA,2,NA,1,0,1,0,0,0,1,0,0,0,1,0,2,1,"(35.2,48.4]",103256.55992512053,216737.99923004332
307,1,100,1055.0247672685605,2021,1,30,3,2,3067,56489.38603896008,2,4,6,5,0,0,0,0,0,0,0,0,1,1,2,4,0,0,1,1,0,0,0,0,0,0,1,0,2,2,"(35.2,48.4]",169367.9386381444,189100.9920852702
308,1,100,218.9418294688197,2021,1,18,2,4,3103,155809.29910370664,5,2,6,6,1,0,0,0,0,1,0,0,1,0,4,3,1,0,1,0,1,0,0,0,0,1,0,0,1,2,"(48.4,61.6]",162845.12261579622,114228.42162644467
309,1,100,3300.2038860870784,2021,1,27,3,1,3018,0,2,6,6,1,1,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,1,1,0,0,0,1,0,0,1,1,"(35.2,48.4]",172178.11357598245,0
310,1,100,8306.9257562447,2021,1,28,2,2,3172,103720.19255058939,3,1,6,1,1,0,1,1,0,NA,NA,NA,NA,NA,1,NA,1,0,1,0,0,0,1,0,0,1,0,1,2,1,"(35.2,48.4]",81166.30038610924,155918.13497518335
311,1,100,793.6722737624659,2021,1,27,1,1,3203,0,2,6,5,1,1,0,0,1,1,0,0,0,1,1,2,3,0,1,0,0,0,0,0,1,0,1,0,0,3,1,"(48.4,61.6]",146565.19272361134,105665.93034006625
312,0,88,NA,NA,NA,NA,2,-0,3086,0,2,1,6,1,0,0,0,0,0,NA,NA,NA,NA,NA,1,NA,0,0,1,0,0,0,0,0,0,1,1,0,NA,NA,"(35.2,48.4]",96739.11216566009,251927.05386825177
313,1,100,530.6262470488718,2021,1,3,3,0,3033,55620.98656661254,2,6,6,5,1,0,0,0,0,1,0,0,1,0,2,3,1,0,0,0,0,0,1,0,0,1,0,0,2,3,"(48.4,61.6]",101345.23087561093,0
314,1,100,218.26379340895244,2021,1,22,1,0,3018,138909.46005417235,3,2,4,2,1,0,1,0,0,1,0,0,1,1,1,2,0,0,1,0,0,0,1,1,0,0,0,0,3,2,"(48.4,61.6]",54349.78176924576,121140.92489880667
315,1,100,3056.616319326094,2021,1,27,3,2,3191,177768.71658232916,2,3,6,1,0,0,1,0,0,0,0,0,1,0,3,3,1,0,0,0,0,1,1,0,0,1,0,1,2,1,"(48.4,61.6]",146119.50120860047,78502.51151471968
316,1,100,1191.4532543186813,2021,1,24,3,1,3064,126054.5283490083,2,4,3,5,1,0,1,0,0,0,0,0,1,0,1,3,0,0,1,1,0,0,1,0,0,0,0,1,1,1,"(21.9,35.2]",35703.5871603897,157026.97447297996
317,1,100,400.61547983997826,2021,1,18,4,-0,3070,77751.91578005336,6,6,6,2,1,0,1,0,0,0,1,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,1,2,2,"(35.2,48.4]",61537.90095386399,132287.07938023133
318,1,100,929.9470208074417,2021,1,7,3,1,3031,142641.4653071385,2,2,6,1,1,0,0,0,0,1,0,0,1,0,4,4,0,0,0,0,0,1,1,0,1,1,1,0,2,1,"(48.4,61.6]",210240.8550239926,115441.68625693029
319,1,100,982.0031745250062,2021,1,22,2,1,3118,114487.61964698113,5,6,2,4,0,1,0,0,0,0,0,0,1,0,1,3,0,0,1,0,1,0,0,0,1,0,1,0,1,3,"(35.2,48.4]",58951.273529242884,122311.48725999155
320,1,100,3587.3650167145543,2021,1,22,1,0,3160,117084.37557890979,2,4,2,1,1,0,0,0,1,1,0,0,1,0,4,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,"(48.4,61.6]",54781.60757878462,170828.36834329847
321,1,100,331.9677117594648,2021,1,1,2,2,3090,0,5,6,2,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,2,"(21.9,35.2]",58251.24225748018,134563.83286148345
322,1,100,241.43830564629948,2021,1,23,1,0,3069,140808.9888323106,6,6,6,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,"(48.4,61.6]",71088.53702801117,118271.11003084714
323,1,100,1923.412214195044,2021,1,11,1,-0,3059,108141.62189261516,3,1,6,1,1,0,0,1,0,NA,NA,NA,NA,NA,4,NA,1,0,0,0,1,0,0,0,0,1,0,0,1,2,"(35.2,48.4]",58369.91090783878,126696.67226113679
324,1,100,170.43914904901465,2021,1,22,2,1,3098,87897.1652392738,2,1,6,1,0,0,0,0,0,NA,NA,NA,NA,NA,2,NA,1,0,0,0,0,0,0,0,0,0,0,1,2,2,"(48.4,61.6]",115355.65865535094,215129.94662426476
325,1,100,1420.6339472679972,2021,1,7,1,1,3168,141418.34634132037,2,6,6,6,0,0,0,0,0,0,0,0,0,1,1,4,0,0,1,0,0,0,1,0,0,0,0,0,3,3,"(48.4,61.6]",50051.904693220844,0
326,1,100,2197.8136611534887,2021,1,26,2,2,3195,124695.02763540964,6,1,6,1,1,0,0,0,1,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,1,0,0,0,1,0,0,1,1,"(61.6,74.8]",178240.13586297218,194796.50579849287
327,1,100,758.8920438934146,2021,1,28,2,-0,3134,46784.88042504819,5,6,6,1,1,0,1,0,0,1,0,0,1,1,1,3,0,0,0,0,0,0,1,0,0,1,0,0,1,1,"(35.2,48.4]",132765.42309248474,121135.50839605182
328,1,100,637.2118738749012,2021,1,29,2,1,3177,117476.87337383241,2,6,6,1,0,0,1,0,0,1,0,0,0,0,1,4,0,0,1,1,0,0,1,0,0,0,0,1,2,3,"(48.4,61.6]",100195.42213361716,100441.01306460628
329,1,100,100.45907522770835,2021,1,15,2,-0,3041,128306.73539119886,4,1,6,1,1,1,0,1,1,NA,NA,NA,NA,NA,1,NA,1,0,1,0,0,0,0,1,1,1,0,0,3,3,"(48.4,61.6]",237087.38073920572,135788.6954920633
330,1,100,113.40547044248986,2021,1,23,1,1,3098,145202.37555536776,2,6,6,1,1,0,1,0,0,0,0,1,1,0,2,3,1,0,1,0,1,0,0,0,0,0,0,1,2,2,"(48.4,61.6]",95452.73942514093,67963.38360913224
331,1,100,137.57303959824037,2021,1,22,3,0,3054,168302.15025234452,2,2,6,3,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,1,0,1,0,0,1,2,"(48.4,61.6]",119679.16407398375,295452.9115723411
